,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type
8200,1,299.3,310.8,1426,42.4,0,0
8201,2,299.3,310.9,1826,25.1,2,0
8202,1,299.3,310.9,1669,32.4,5,0
8203,2,299.4,310.9,1473,40.1,7,0
8204,1,299.4,310.9,1751,27.8,10,0
8205,2,299.4,310.9,1446,47.3,12,0
8206,1,299.3,310.8,1483,43.5,15,0
8207,1,299.2,310.7,1535,42.6,17,0
8208,1,299.2,310.7,1477,44.0,19,0
8209,1,299.3,310.8,1391,46.9,21,0
8210,0,299.2,310.7,1636,29.4,23,0
8211,1,299.2,310.6,1675,33.3,28,0
8212,0,299.2,310.5,1329,48.9,30,0
8213,2,299.2,310.5,1548,33.5,35,0
8214,1,299.2,310.5,1391,45.8,38,0
8215,1,299.1,310.5,1437,43.1,40,0
8216,1,299.2,310.6,1370,61.9,42,0
8217,1,299.1,310.6,1577,37.1,44,0
8218,1,299.1,310.5,1485,37.8,46,0
8219,1,299.0,310.4,1504,34.3,48,0
8220,2,298.9,310.3,1551,35.2,50,0
8221,2,299.1,310.5,1428,43.0,53,0
8222,1,299.0,310.5,1755,27.9,56,0
8223,1,299.1,310.5,1329,54.9,58,0
8224,1,299.1,310.5,1496,35.2,60,0
8225,1,299.1,310.5,1532,36.6,62,0
8226,1,299.1,310.5,1389,61.4,64,0
8227,2,299.1,310.4,1524,51.4,66,0
8228,2,299.1,310.4,1422,49.3,69,0
8229,1,299.1,310.5,1739,27.4,72,0
8230,1,299.1,310.5,1736,26.9,74,0
8231,1,299.1,310.5,1419,48.8,76,0
8232,1,299.1,310.6,1326,49.7,78,0
8233,2,299.1,310.6,1449,43.2,80,0
8234,1,299.2,310.6,1534,39.7,83,0
8235,2,299.2,310.6,1443,50.9,85,0
8236,1,299.2,310.6,1498,41.1,88,0
8237,1,299.1,310.6,1796,26.0,90,0
8238,1,299.1,310.4,1519,45.3,92,0
8239,1,299.0,310.4,1339,49.6,94,0
8240,1,299.0,310.4,1483,41.5,96,0
8241,2,298.9,310.2,2099,20.0,98,0
8242,2,299.0,310.3,1689,29.7,101,0
8243,0,299.1,310.4,1369,54.5,104,0
8244,1,299.0,310.4,1512,38.8,109,0
8245,2,299.0,310.3,1303,68.6,111,2
8246,1,299.0,310.3,1552,39.9,114,0
8247,1,299.0,310.4,1713,28.0,116,0
8248,1,298.9,310.3,1456,44.1,118,0
8249,1,299.0,310.4,1524,39.8,120,0
8250,2,299.0,310.4,1394,45.2,122,0
8251,1,299.0,310.4,1981,21.2,125,0
8252,1,299.0,310.4,1565,36.1,127,0
8253,1,299.1,310.4,1657,31.0,129,0
8254,2,299.0,310.4,1625,37.1,131,0
8255,1,299.0,310.4,1606,31.1,134,0
8256,0,299.0,310.5,1336,56.8,136,0
8257,2,299.0,310.6,1587,34.2,141,0
8258,1,299.1,310.6,1602,39.7,144,0
8259,1,299.1,310.5,1471,38.4,146,0
8260,0,299.1,310.6,1332,48.0,148,0
8261,0,299.2,310.6,1434,48.4,153,0
8262,1,299.1,310.6,1921,23.9,158,0
8263,0,299.2,310.6,1704,30.6,160,0
8264,2,299.1,310.6,1397,49.5,165,0
8265,0,299.1,310.6,1791,28.0,168,0
8266,1,299.1,310.6,1818,24.1,173,0
8267,1,299.2,310.7,1540,36.3,175,0
8268,2,299.2,310.8,1502,39.8,177,0
8269,0,299.2,310.8,1761,30.4,180,0
8270,2,299.1,310.8,1517,38.4,185,0
8271,1,299.1,310.7,1309,51.1,188,0
8272,1,298.9,310.6,1363,52.6,190,0
8273,2,299.0,310.6,1787,22.2,192,0
8274,1,298.9,310.5,1640,29.2,195,0
8275,2,298.9,310.6,1720,25.3,197,0
8276,1,298.8,310.5,1384,52.8,200,0
8277,0,298.8,310.5,1294,55.8,202,0
8278,1,298.8,310.5,1464,46.4,207,0
8279,1,298.8,310.6,1803,25.4,209,0
8280,1,298.8,310.6,1602,39.1,211,0
8281,0,298.9,310.6,1519,38.8,213,0
8282,2,298.9,310.7,1638,33.6,218,0
8283,0,298.9,310.6,1615,33.0,221,0
8284,1,298.8,310.6,1651,33.3,0,0
8285,1,298.9,310.6,1387,52.7,2,0
8286,2,298.8,310.5,1678,32.8,4,0
8287,1,298.9,310.6,1585,38.1,7,0
8288,2,298.8,310.6,1640,33.8,9,0
8289,1,298.9,310.6,1406,43.8,12,0
8290,2,298.9,310.6,1679,35.8,14,0
8291,1,298.9,310.5,1717,26.9,17,0
8292,0,298.9,310.5,1429,39.9,19,0
8293,2,298.9,310.4,1533,44.4,24,0
8294,2,298.9,310.5,1525,38.5,27,0
8295,1,298.9,310.4,1739,26.3,30,0
8296,1,298.9,310.3,1436,39.0,32,0
8297,2,298.8,310.2,1595,33.1,34,0
8298,0,298.7,310.1,1435,45.6,37,0
8299,1,298.7,310.0,1637,31.8,42,0
8300,1,298.7,310.1,1558,37.6,44,0
8301,2,298.7,310.1,1644,34.1,46,0
8302,1,298.7,310.1,1641,31.1,49,0
8303,1,298.8,310.2,1504,41.0,51,0
8304,2,298.7,310.1,1506,50.7,53,0
8305,0,298.8,310.1,1380,44.0,56,0
8306,2,298.7,310.1,1549,42.5,61,0
8307,2,298.7,310.1,1402,69.7,64,2
8308,1,298.7,310.1,1401,45.3,67,0
8309,2,298.7,310.0,1459,40.2,69,0
8310,1,298.7,309.9,1465,39.7,72,0
8311,2,298.8,310.0,1295,52.7,74,0
8312,2,298.8,310.0,1529,38.5,77,0
8313,2,298.8,310.0,1484,44.9,80,0
8314,1,298.8,309.9,1739,30.6,83,0
8315,0,298.7,309.8,1422,40.7,85,0
8316,1,298.8,309.8,1463,40.0,90,0
8317,1,298.7,309.7,1667,30.4,92,0
8318,0,298.7,309.7,1565,39.3,94,0
8319,1,298.7,309.7,1393,45.7,99,0
8320,2,298.8,309.7,1453,47.7,101,0
8321,1,298.8,309.6,1442,50.0,104,0
8322,1,298.7,309.6,1364,44.9,106,0
8323,0,298.7,309.5,1453,40.4,108,0
8324,2,298.7,309.5,1394,46.0,113,0
8325,2,298.7,309.5,1500,38.8,116,0
8326,0,298.6,309.5,1523,34.2,119,0
8327,2,298.7,309.6,1254,57.1,124,0
8328,1,298.6,309.5,1325,52.2,127,0
8329,1,298.8,309.7,1424,49.6,129,0
8330,1,298.8,309.7,1505,39.0,131,0
8331,2,298.8,309.7,1392,48.7,133,0
8332,1,298.8,309.7,1529,44.0,136,0
8333,2,298.8,309.7,1477,48.5,138,0
8334,2,298.8,309.7,1459,47.3,141,0
8335,2,299.0,309.8,2240,15.9,144,0
8336,1,298.9,309.7,1449,48.8,147,0
8337,2,298.8,309.7,1589,35.3,149,0
8338,1,298.8,309.7,1740,28.5,152,0
8339,2,298.8,309.7,1499,40.3,154,0
8340,2,298.8,309.7,1480,38.1,157,0
8341,1,298.8,309.7,1751,29.6,160,0
8342,1,298.7,309.7,1510,40.6,162,0
8343,0,298.8,309.8,1437,48.2,164,0
8344,1,298.8,309.7,1609,40.4,169,0
8345,0,298.8,309.8,1490,35.9,171,0
8346,1,298.7,309.7,1601,35.7,176,0
8347,1,298.7,309.6,1665,31.1,178,0
8348,2,298.7,309.6,1452,42.7,180,0
8349,2,298.7,309.5,1487,33.6,183,0
8350,2,298.7,309.6,1382,48.1,186,0
8351,2,298.7,309.6,1686,26.2,189,0
8352,1,298.6,309.6,1491,36.9,192,0
8353,1,298.7,309.6,1442,55.6,194,0
8354,1,298.6,309.6,1390,50.3,196,0
8355,1,298.7,309.6,1502,46.7,198,0
8356,2,298.6,309.6,1344,59.4,200,0
8357,1,298.5,309.5,1385,46.3,203,4
8358,1,298.7,309.7,1547,37.4,0,0
8359,2,298.6,309.6,1525,42.4,2,0
8360,1,298.6,309.6,1540,35.8,5,0
8361,1,298.6,309.5,1450,44.3,7,0
8362,1,298.6,309.6,1353,62.5,9,0
8363,1,298.8,309.7,1582,45.0,11,0
8364,1,298.9,309.8,1396,49.0,13,0
8365,2,298.8,309.8,1551,36.6,15,0
8366,2,298.9,309.8,1836,22.8,18,0
8367,1,298.9,309.8,1390,49.9,21,0
8368,1,298.9,309.8,1534,42.1,23,0
8369,1,298.8,309.7,1953,20.6,25,0
8370,1,298.8,309.8,1634,33.6,27,0
8371,1,298.7,309.7,1881,21.7,29,0
8372,2,298.8,309.7,1448,44.8,31,0
8373,2,298.7,309.7,1362,50.5,34,0
8374,1,298.8,309.7,1225,63.4,37,0
8375,2,298.8,309.6,1384,48.2,39,0
8376,1,298.8,309.8,1334,49.3,42,0
8377,1,298.8,309.7,1336,50.3,44,0
8378,2,298.8,309.9,1331,61.6,46,0
8379,1,298.8,309.9,1629,31.9,49,0
8380,1,298.9,310.0,1776,25.7,51,0
8381,0,298.8,310.0,1530,38.3,53,0
8382,1,298.9,310.0,1719,27.3,58,0
8383,2,298.8,309.9,1495,35.2,60,0
8384,1,298.8,309.7,1450,43.1,63,0
8385,0,298.8,309.8,1563,38.8,65,0
8386,2,298.9,309.9,1501,37.1,70,0
8387,1,298.8,309.9,1351,47.2,73,0
8388,1,298.9,309.9,1365,46.5,75,0
8389,1,298.8,309.9,1525,39.7,77,0
8390,2,298.8,309.8,1288,61.9,79,0
8391,1,298.6,309.6,1423,42.7,82,0
8392,2,298.5,309.6,1502,39.4,84,0
8393,1,298.5,309.5,1428,43.5,87,0
8394,2,298.6,309.5,1566,38.1,89,0
8395,2,298.5,309.5,1483,44.8,92,0
8396,0,298.6,309.6,1593,33.3,95,0
8397,1,298.5,309.6,1724,26.4,100,0
8398,1,298.5,309.7,2617,12.1,102,2
8399,1,298.6,309.7,1294,59.4,104,0
8400,1,298.6,309.6,1533,40.7,106,0
8401,0,298.5,309.4,1671,31.8,108,0
8402,1,298.5,309.5,1370,52.4,113,0
8403,1,298.5,309.6,1462,45.1,115,0
8404,1,298.4,309.5,1545,36.6,117,0
8405,2,298.4,309.5,1484,41.7,119,0
8406,2,298.4,309.5,1344,45.3,122,0
8407,1,298.4,309.5,1357,50.1,125,0
8408,2,298.5,309.6,1572,33.0,127,0
8409,1,298.5,309.6,1861,26.9,130,0
8410,1,298.5,309.5,1548,44.5,132,0
8411,1,298.6,309.8,1496,37.7,134,0
8412,2,298.6,309.7,1314,49.7,136,0
8413,2,298.6,309.7,1422,49.7,139,0
8414,1,298.6,309.8,1842,20.1,142,0
8415,2,298.7,309.9,1434,53.0,144,0
8416,2,298.8,310.1,1585,31.3,147,0
8417,0,298.8,310.1,1704,30.7,150,0
8418,1,298.9,310.2,1971,23.2,155,0
8419,1,299.0,310.3,1431,39.9,157,0
8420,1,298.9,310.4,1546,37.7,159,0
8421,1,298.9,310.3,1496,36.3,161,0
8422,0,298.9,310.3,1243,63.0,163,0
8423,1,299.0,310.4,1452,46.2,168,0
8424,1,299.1,310.6,1380,44.7,170,0
8425,1,299.2,310.6,1567,38.4,172,0
8426,1,299.1,310.5,1628,35.9,174,0
8427,1,299.1,310.4,1505,46.1,176,0
8428,2,299.0,310.3,1827,28.0,178,0
8429,1,299.0,310.3,1577,40.0,181,0
8430,1,298.9,310.2,1304,57.2,183,0
8431,0,298.9,310.1,1324,54.6,185,0
8432,1,298.8,310.0,1537,39.9,190,0
8433,2,298.8,310.1,1501,48.7,192,0
8434,2,298.7,309.9,1654,29.1,195,0
8435,2,298.7,310.0,1519,38.1,198,0
8436,1,298.7,309.9,1371,51.3,201,0
8437,1,298.7,309.8,1181,65.9,203,3
8438,1,298.6,309.8,1469,42.8,205,0
8439,1,298.6,309.8,1637,34.6,207,0
8440,1,298.6,309.8,1370,56.0,0,0
8441,1,298.6,309.9,1630,30.6,2,0
8442,1,298.6,310.0,1517,39.0,4,0
8443,2,298.6,309.9,1668,32.3,6,0
8444,2,298.6,309.9,1818,24.9,9,0
8445,2,298.6,310.0,1541,36.9,12,0
8446,1,298.5,309.9,1482,42.1,15,0
8447,1,298.6,310.1,1439,49.9,17,0
8448,1,298.5,310.0,1492,41.2,19,0
8449,1,298.4,309.9,1725,27.8,21,0
8450,1,298.4,310.0,1559,44.2,23,0
8451,1,298.5,310.0,1435,42.5,25,0
8452,2,298.6,310.0,1512,37.5,27,0
8453,1,298.6,309.9,1564,37.1,30,0
8454,1,298.6,310.0,1522,40.3,32,0
8455,1,298.6,309.9,1356,59.5,34,0
8456,1,298.6,309.9,1556,38.6,36,0
8457,1,298.6,309.9,1393,45.5,38,0
8458,1,298.7,309.9,1753,26.8,40,0
8459,1,298.7,309.9,1651,29.5,42,0
8460,1,298.7,309.9,1372,54.7,44,0
8461,1,298.7,309.9,1446,43.3,46,0
8462,2,298.7,309.8,1501,44.7,48,0
8463,2,298.7,309.9,1411,45.1,51,0
8464,0,298.6,309.7,1672,27.5,54,0
8465,2,298.7,309.8,1475,40.5,59,0
8466,1,298.7,309.8,1469,38.4,62,0
8467,1,298.6,309.8,1704,28.3,64,0
8468,0,298.6,309.7,1463,39.1,66,0
8469,2,298.6,309.7,1280,64.1,71,0
8470,1,298.7,309.9,1464,38.0,74,0
8471,1,298.6,309.8,1332,46.4,76,0
8472,1,298.5,309.7,1634,37.8,78,0
8473,2,298.6,309.8,1430,43.1,80,0
8474,2,298.5,309.7,1523,44.6,83,0
8475,2,298.5,309.7,1557,37.7,86,0
8476,1,298.5,309.6,1585,32.2,89,0
8477,0,298.5,309.6,1579,33.5,91,0
8478,2,298.5,309.7,1354,60.8,96,0
8479,1,298.6,309.7,1627,33.4,99,0
8480,1,298.4,309.6,1477,35.6,101,0
8481,2,298.3,309.4,1595,29.0,103,0
8482,1,298.4,309.5,1520,38.1,106,0
8483,1,298.3,309.4,1618,31.5,108,0
8484,1,298.4,309.5,1397,50.3,110,0
8485,1,298.4,309.5,1450,47.9,112,0
8486,2,298.5,309.5,1501,40.2,114,0
8487,1,298.4,309.4,1392,50.1,117,0
8488,1,298.4,309.4,1385,43.2,119,0
8489,1,298.4,309.4,1461,46.3,121,0
8490,2,298.5,309.6,1364,58.7,123,0
8491,1,298.5,309.5,1579,38.6,126,0
8492,2,298.4,309.5,1514,38.8,128,0
8493,2,298.3,309.5,1560,36.9,131,0
8494,1,298.3,309.5,1542,36.7,134,0
8495,1,298.3,309.4,1668,27.1,136,0
8496,2,298.3,309.4,1816,22.6,138,0
8497,2,298.3,309.4,1509,34.2,141,0
8498,1,298.4,309.6,1479,37.8,144,0
8499,1,298.4,309.6,1655,30.2,146,0
8500,1,298.3,309.5,1711,30.3,148,0
8501,1,298.4,309.7,1581,34.6,150,0
8502,0,298.6,309.8,1279,55.9,152,0
8503,1,298.5,309.8,1468,40.9,157,0
8504,1,298.4,309.7,1419,41.3,159,0
8505,1,298.4,309.7,1530,38.6,161,0
8506,1,298.4,309.6,1710,27.3,163,0
8507,1,298.4,309.7,1518,39.8,165,0
8508,2,298.4,309.7,1679,33.3,167,0
8509,2,298.4,309.7,1870,22.5,170,0
8510,1,298.3,309.7,1484,44.3,173,0
8511,1,298.4,309.7,1457,44.2,175,0
8512,0,298.3,309.6,1546,36.2,177,0
8513,2,298.2,309.5,1478,36.5,182,0
8514,1,298.2,309.4,1447,47.1,185,0
8515,1,298.2,309.4,1443,45.4,187,0
8516,1,298.3,309.6,1527,30.9,189,0
8517,2,298.3,309.6,1469,54.8,191,0
8518,2,298.3,309.6,1681,27.1,194,0
8519,1,298.3,309.6,1420,44.1,197,0
8520,2,298.3,309.5,1543,49.9,199,0
8521,1,298.4,309.5,1376,50.4,202,0
8522,0,298.3,309.4,1631,29.8,0,0
8523,0,298.3,309.3,1529,41.7,5,0
8524,1,298.3,309.4,1468,46.2,10,0
8525,1,298.3,309.4,1378,52.3,12,0
8526,1,298.3,309.3,1401,51.9,14,0
8527,1,298.4,309.3,1531,37.4,16,0
8528,1,298.4,309.3,1512,35.8,18,0
8529,2,298.5,309.4,1522,47.4,20,0
8530,2,298.5,309.3,1615,31.8,23,0
8531,1,298.6,309.3,1449,46.5,26,0
8532,1,298.6,309.4,1315,55.5,28,0
8533,2,298.6,309.4,1465,41.1,30,0
8534,2,298.6,309.5,1404,43.3,33,0
8535,1,298.6,309.5,1547,44.8,36,0
8536,2,298.6,309.5,1426,45.4,38,0
8537,1,298.6,309.5,1730,30.2,41,0
8538,1,298.5,309.4,1548,37.7,43,0
8539,1,298.5,309.4,1517,40.2,45,0
8540,1,298.6,309.5,1687,29.3,47,0
8541,1,298.5,309.5,1738,25.2,49,0
8542,0,298.4,309.4,1512,35.3,51,0
8543,2,298.5,309.4,1365,48.7,56,0
8544,0,298.5,309.4,2011,21.0,59,0
8545,1,298.4,309.3,1806,27.6,64,0
8546,1,298.4,309.3,1716,28.4,66,0
8547,2,298.4,309.4,1666,24.3,68,0
8548,1,298.5,309.4,1578,36.3,71,0
8549,1,298.3,309.3,1558,37.2,73,0
8550,1,298.3,309.2,1456,45.5,75,0
8551,2,298.2,309.1,1457,49.0,77,0
8552,1,298.2,309.1,1467,44.5,80,0
8553,2,298.1,309.0,1661,38.2,82,0
8554,1,298.1,309.0,1592,33.9,85,0
8555,1,298.2,309.0,1596,37.2,87,0
8556,1,298.2,309.0,1489,40.6,89,0
8557,1,298.3,309.0,1471,48.3,91,0
8558,2,298.3,309.0,1505,41.3,93,0
8559,1,298.3,309.0,1519,40.0,96,0
8560,1,298.3,309.0,1408,45.4,98,0
8561,1,298.2,308.9,1332,44.4,100,0
8562,1,298.1,308.9,1351,52.4,102,0
8563,1,298.0,308.9,1500,36.7,104,0
8564,2,298.0,308.7,1614,30.7,106,0
8565,1,298.0,308.8,1489,36.5,109,0
8566,2,297.9,308.7,1751,26.6,111,0
8567,1,298.0,308.7,1511,45.8,114,0
8568,1,297.9,308.6,1691,29.6,116,0
8569,1,297.9,308.6,1757,27.5,118,0
8570,0,297.9,308.7,1545,35.9,120,0
8571,1,297.9,308.6,2262,15.7,125,0
8572,2,297.7,308.5,1559,35.2,127,0
8573,1,297.6,308.4,1626,32.4,130,0
8574,1,297.6,308.3,1424,53.9,132,0
8575,2,297.6,308.3,1648,29.1,134,0
8576,1,297.6,308.3,1523,39.5,137,0
8577,1,297.6,308.3,1502,43.2,139,0
8578,1,297.5,308.2,1489,40.7,141,0
8579,2,297.4,308.1,1620,31.2,143,0
8580,1,297.5,308.1,1631,30.6,146,0
8581,2,297.5,308.0,1429,45.8,148,0
8582,2,297.5,308.1,1334,72.0,151,2
8583,1,297.4,308.0,1423,38.0,154,0
8584,1,297.4,307.9,1390,47.7,156,0
8585,2,297.4,307.9,1338,48.5,158,0
8586,0,297.3,307.9,1461,37.5,161,0
8587,2,297.4,307.9,1627,34.3,166,0
8588,1,297.3,307.8,1385,44.4,169,0
8589,2,297.3,307.8,1538,48.0,171,0
8590,1,297.4,307.9,1557,35.5,174,0
8591,1,297.4,307.9,1606,33.4,176,0
8592,2,297.5,308.0,1430,44.5,178,0
8593,2,297.4,308.0,1601,34.6,181,0
8594,1,297.4,308.0,1356,51.9,184,0
8595,2,297.5,308.2,1624,30.9,186,0
8596,1,297.5,308.2,1327,56.5,189,0
8597,1,297.6,308.3,1410,47.0,191,0
8598,1,297.6,308.3,1478,42.3,193,0
8599,1,297.6,308.4,1460,40.3,195,0
8600,1,297.5,308.3,1435,40.3,197,0
8601,0,297.4,308.2,1359,46.9,199,0
8602,1,297.4,308.1,1729,31.7,204,0
8603,0,297.3,308.0,1384,49.1,206,0
8604,1,297.4,308.2,1297,52.1,211,0
8605,1,297.5,308.4,1633,33.3,213,0
8606,2,297.5,308.4,1505,37.2,215,0
8607,1,297.5,308.4,1433,50.0,218,0
8608,1,297.4,308.4,1369,50.6,220,3
8609,1,297.4,308.3,1475,40.5,222,4
8610,1,297.4,308.3,1561,38.3,0,0
8611,1,297.4,308.3,1472,45.5,2,0
8612,1,297.5,308.4,1441,44.5,4,0
8613,2,297.5,308.5,1401,50.5,6,0
8614,1,297.5,308.5,1691,33.1,9,0
8615,1,297.6,308.6,1382,47.1,11,0
8616,1,297.6,308.6,1355,46.4,13,0
8617,1,297.6,308.6,1529,45.3,15,0
8618,1,297.7,308.7,1829,24.9,17,0
8619,0,297.6,308.6,1480,39.8,19,0
8620,1,297.6,308.5,1475,42.4,24,0
8621,2,297.6,308.5,1431,52.6,26,0
8622,1,297.5,308.3,1437,42.3,29,0
8623,2,297.5,308.3,1476,45.6,31,0
8624,0,297.5,308.4,1490,39.7,34,0
8625,1,297.4,308.3,1632,33.5,39,0
8626,1,297.4,308.2,1402,49.7,41,0
8627,1,297.4,308.3,1347,45.8,43,0
8628,1,297.5,308.4,1747,31.0,45,0
8629,0,297.5,308.5,1557,39.1,47,0
8630,1,297.4,308.4,1371,57.4,52,0
8631,0,297.3,308.3,1506,37.0,54,0
8632,1,297.3,308.3,1590,35.5,59,0
8633,1,297.4,308.3,1336,53.7,61,0
8634,1,297.3,308.3,1411,43.2,63,0
8635,1,297.4,308.3,1704,27.3,65,0
8636,1,297.5,308.4,1723,27.3,67,0
8637,1,297.5,308.5,1459,39.7,69,0
8638,1,297.6,308.5,1572,35.9,71,0
8639,1,297.5,308.4,1384,56.0,73,0
8640,1,297.6,308.6,1383,47.5,75,0
8641,2,297.6,308.5,1360,48.6,77,0
8642,2,297.5,308.4,1596,36.6,80,0
8643,1,297.5,308.5,1448,54.3,83,0
8644,2,297.6,308.5,1443,38.2,85,0
8645,2,297.6,308.6,1492,35.5,88,0
8646,1,297.5,308.6,1497,43.9,91,0
8647,1,297.5,308.5,1530,38.5,93,0
8648,2,297.4,308.4,1478,46.2,95,0
8649,1,297.4,308.4,1328,61.8,98,0
8650,0,297.4,308.3,1771,27.4,100,0
8651,2,297.4,308.4,1564,35.0,105,0
8652,0,297.3,308.3,1461,41.5,108,0
8653,2,297.4,308.3,1335,57.9,113,0
8654,2,297.4,308.4,1441,46.8,116,0
8655,1,297.3,308.3,1268,60.6,119,0
8656,2,297.3,308.3,1697,27.4,121,0
8657,1,297.4,308.4,1421,46.0,124,0
8658,1,297.4,308.5,1496,36.4,126,0
8659,1,297.5,308.5,1375,55.6,128,0
8660,1,297.4,308.5,1295,52.1,130,0
8661,1,297.4,308.5,1643,33.8,132,0
8662,1,297.5,308.6,1514,36.9,134,0
8663,1,297.5,308.6,1671,29.4,136,0
8664,0,297.5,308.6,1355,58.9,138,0
8665,1,297.6,308.7,1365,50.6,143,0
8666,1,297.5,308.7,1407,42.5,145,0
8667,2,297.5,308.8,1455,46.1,147,0
8668,1,297.5,308.8,1502,45.9,150,0
8669,2,297.5,308.8,1471,52.3,152,0
8670,1,297.5,308.9,1581,30.4,155,0
8671,1,297.5,308.8,1530,37.8,157,0
8672,1,297.5,308.8,1312,50.3,159,0
8673,1,297.4,308.6,1494,42.6,161,0
8674,2,297.4,308.6,1528,29.1,163,0
8675,0,297.3,308.6,1688,29.4,166,0
8676,2,297.3,308.5,1520,42.4,171,0
8677,2,297.3,308.5,1664,28.9,174,0
8678,1,297.3,308.5,1514,44.5,177,0
8679,1,297.3,308.5,1456,54.2,179,0
8680,1,297.2,308.5,1494,39.6,181,0
8681,1,297.2,308.4,1605,30.0,183,0
8682,2,297.2,308.5,1353,46.5,185,0
8683,1,297.2,308.5,1447,47.9,188,0
8684,1,297.2,308.5,1588,40.4,190,0
8685,0,297.2,308.5,1524,41.4,192,0
8686,2,297.2,308.5,1611,31.6,197,0
8687,2,297.2,308.5,1604,34.9,200,0
8688,1,297.1,308.5,1483,46.9,203,0
8689,1,297.1,308.4,1543,39.6,205,0
8690,1,297.1,308.5,1323,44.4,207,4
8691,1,297.1,308.5,1555,36.2,0,0
8692,1,297.1,308.4,1583,31.9,2,0
8693,2,297.2,308.5,1584,40.0,4,0
8694,1,297.2,308.5,1766,25.8,7,0
8695,2,297.2,308.6,1498,44.4,9,0
8696,1,297.2,308.6,1413,49.8,12,0
8697,1,297.3,308.6,1505,33.5,14,0
8698,0,297.3,308.7,1438,46.2,16,0
8699,2,297.3,308.7,1655,34.1,21,0
8700,2,297.3,308.7,1451,43.8,24,0
8701,2,297.3,308.7,1466,38.4,27,0
8702,1,297.2,308.6,1774,23.0,30,0
8703,2,297.2,308.6,1284,51.3,32,0
8704,1,297.1,308.5,1425,40.0,35,0
8705,1,297.2,308.6,1437,52.4,37,0
8706,1,297.2,308.6,1335,53.0,39,0
8707,1,297.2,308.5,1471,41.7,41,0
8708,2,297.2,308.5,1364,54.0,43,0
8709,1,297.1,308.5,1578,35.6,46,0
8710,1,297.1,308.5,1712,32.1,48,0
8711,1,297.1,308.5,1733,28.7,50,0
8712,1,297.2,308.6,1652,32.1,52,0
8713,1,297.2,308.6,1917,24.1,54,0
8714,2,297.2,308.6,1444,41.1,56,0
8715,1,297.1,308.6,1442,37.1,59,0
8716,2,297.1,308.6,1717,31.3,61,0
8717,1,297.1,308.7,1474,42.3,64,0
8718,1,297.2,308.7,1509,39.3,66,0
8719,1,297.2,308.8,1451,43.1,68,0
8720,1,297.3,308.8,1554,36.1,70,0
8721,1,297.2,308.7,1669,30.7,72,0
8722,1,297.2,308.6,1366,50.4,74,0
8723,1,297.2,308.6,1578,34.4,76,0
8724,2,297.2,308.6,1513,39.0,78,0
8725,2,297.1,308.5,1515,42.1,81,0
8726,1,297.2,308.6,1562,33.0,84,0
8727,1,297.2,308.7,1501,38.5,86,0
8728,2,297.2,308.7,1398,38.1,88,0
8729,1,297.3,308.7,1352,53.8,91,0
8730,0,297.3,308.7,1569,33.9,93,0
8731,0,297.2,308.6,1486,46.6,98,0
8732,1,297.2,308.6,1864,23.6,103,0
8733,2,297.3,308.7,1447,44.5,105,0
8734,1,297.2,308.6,1392,41.5,108,0
8735,1,297.3,308.6,1358,47.6,110,0
8736,1,297.3,308.7,1491,40.2,112,0
8737,1,297.3,308.7,1556,36.7,114,0
8738,1,297.3,308.7,1531,36.7,116,0
8739,0,297.4,308.7,1429,37.6,118,0
8740,2,297.4,308.8,1573,33.9,123,0
8741,1,297.4,308.8,1538,41.2,126,0
8742,1,297.4,308.8,1467,39.0,128,0
8743,0,297.4,308.7,1323,51.1,130,0
8744,2,297.4,308.7,1798,23.0,135,0
8745,1,297.4,308.6,1411,46.3,138,0
8746,1,297.3,308.5,1528,44.5,140,0
8747,1,297.3,308.5,1504,42.0,142,0
8748,1,297.3,308.5,1384,39.6,144,0
8749,1,297.2,308.4,1677,26.4,146,0
8750,1,297.3,308.5,1764,30.8,148,0
8751,2,297.4,308.5,1472,42.0,150,0
8752,2,297.4,308.5,1465,55.9,153,0
8753,2,297.4,308.6,1657,33.1,156,0
8754,1,297.4,308.6,1635,30.5,159,0
8755,2,297.4,308.7,1582,31.9,161,0
8756,1,297.5,308.7,1761,26.2,164,0
8757,1,297.5,308.8,1587,34.9,166,0
8758,2,297.5,308.7,1446,53.0,168,0
8759,2,297.5,308.7,1352,53.0,171,0
8760,2,297.4,308.7,1392,46.4,174,0
8761,1,297.5,308.8,1417,49.8,177,0
8762,0,297.5,308.8,1824,24.0,179,0
8763,1,297.5,308.8,1603,36.7,184,0
8764,1,297.4,308.8,1620,33.4,186,0
8765,1,297.4,308.8,1353,49.4,188,0
8766,1,297.5,308.8,1360,50.7,190,0
8767,1,297.5,308.6,1380,53.5,192,0
8768,2,297.5,308.7,1363,53.6,194,0
8769,2,297.4,308.6,1452,41.2,197,0
8770,1,297.4,308.6,1680,32.8,200,0
8771,1,297.5,308.6,1536,39.0,202,0
8772,1,297.5,308.6,1621,28.9,0,0
8773,1,297.5,308.6,1585,37.6,2,0
8774,2,297.6,308.7,1408,51.5,4,0
8775,0,297.5,308.6,1536,38.7,7,0
8776,1,297.5,308.6,1352,52.6,12,0
8777,0,297.5,308.6,1481,38.8,14,0
8778,1,297.5,308.7,1454,45.0,19,0
8779,2,297.5,308.6,1349,51.5,21,0
8780,2,297.5,308.6,1327,52.1,24,0
